SN,TITLE,CONTENT,VOTE_SCORE,REG_DATE
191795.0,거리의 무법자 오토바이 특별 단속하자~~~,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191795,0.0,2021-12-02 21:27:11.0
191794.0,플라스틱 사용 문제 관련 제안,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191794,0.0,2021-12-02 20:10:18.0
191793.0,대모산 터널 건설을 적극 추진해주십시오.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191793,28.0,2021-12-02 16:17:13.0
191792.0,공공시설 형태의 유아 대상 놀이공간 확대를 건의합니다.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191792,0.0,2021-12-02 15:32:12.0
191791.0,"3,000억짜리 땅을 1억짜리 땅으로 쓰면서 청년 걱정하는 척하는 한심한  서울시 공무원에게!!",http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191791,1.0,2021-12-02 15:16:59.0
191790.0,노숙인분들을 위한 긴급 보금자리 마련 방안 제안,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191790,1.0,2021-12-02 12:01:36.0
191789.0,국제적인 세계도시 서울을 위한 정책제안,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191789,0.0,2021-12-02 10:26:19.0
191788.0,서울의 부족한 주택해소 건,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191788,0.0,2021-12-02 09:17:57.0
191787.0,시각장애인의 시설 방문 시 방문 인증 어려움에 대한 대책 마련을 제안 드립니다.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191787,56.0,2021-12-02 02:41:33.0
191786.0,시각장애인을 위해서 따숨소 위치 알림 추가,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191786,0.0,2021-12-01 22:43:53.0
191785.0,20대 여성 청년들을 위한 프로그램 &#39;보람산타&#39;를 제안합니다,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191785,0.0,2021-12-01 22:29:18.0
191784.0,마움직임(2030 1인 가구를 위한 프로그램),http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191784,0.0,2021-12-01 22:22:19.0
191782.0,따릉이 휴대폰 거치대,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191782,0.0,2021-12-01 21:03:48.0
191781.0,노인 일자리의 다양성이 확대되었으면 합니다.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191781,0.0,2021-12-01 21:00:14.0
191780.0,어린이보호구역에서 전동킥보드 속도 제한 의무화,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191780,4.0,2021-12-01 18:47:32.0
191779.0,6.25 전쟁 참전 용사들의 일대기 채록 사업을 제안합니다.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191779,1.0,2021-12-01 13:26:02.0
191778.0,주말에도 열일하시는 선별진료소 공무원분들 감탄합니다!!!!!!,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191778,1.0,2021-12-01 00:03:33.0
191777.0,코로나 확산 저감대책은 기술시스템의 변화를 주는 것은 어떨까?,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191777,1.0,2021-11-30 19:51:50.0
191776.0,생활치료센터 확충해라,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191776,1.0,2021-11-30 15:11:08.0
191775.0,월계배드민턴전용구장 및 초안산스포츠타운 주차장 절대부족의 건(노원구에 제안을 했으나 원론적인 답변만 들음),http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191775,18.0,2021-11-30 13:04:41.0
191774.0,따릉이를 이동수단으로!!,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191774,1.0,2021-11-30 12:48:17.0
191773.0,"유기동물 발견 시, 대처 방안에 대한 안내문 발행",http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191773,0.0,2021-11-29 23:52:40.0
191772.0,화곡동 공공개발,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191772,0.0,2021-11-29 23:26:30.0
